channel,post_id,post_text,comment_text
hromadske_ua,48487,"⚖️ Депутату Задорожньому, якого підозрюють у вимаганні хабаря, суд призначив 3 мільйони гривень застави з покладенням відповідних процесуальних обов’язків — повідомило Національне антикорупційне бюро  🧡  підписатися | підтримати","В Україні суди працюють в інтересах депутатів, державних службовців і т.п. за 10 років не посадили жодного корупціонера (маю на увазі не винесли реального терміну по рішенню суду) єдиний кого посадили, це Чаус, і то, мабуть і за того, що він пішов проти системи, не ділився  і закопував корупційні гроші в городі у шкляних банках."
hromadske_ua,47624,"Єрмак заявив, що «корупція існує всюди», а Україна не є найбільш корумпованою країною світу.   «Але деякі люди навмисно масштабують проблему, бо інакше може втрачатись сенс їх роботи. Таким чином допомагаючи росіянам, які інвестують мільйони в просування на заході наративу “Україна — найкорумпованіша держава”», — написав він.  Що відповів на цю заяву очільник «Центру протидії корупції» Віталій Шабунін?  Фото: Офіс президента   🧡  підписатися | підтримати","Можливо не остання, але дайте список, кого ви покарали з  початку війни за корупцію?  Я пам’ятаю тільки одного підара. Який відмазався донатом на ЗСУ вкраденого"
hromadske_ua,44439,"🪖 В Україні створили Центральне управління захисту прав військовослужбовців. Цей орган, фактично, передбачає створення посади військового омбудсмена.  Серед порушень, які буде розглядати управління, — право на відпустку, недопущення зловживання правами командирів, порушення гендерної рівності  🧡 hromadske | підписатися","друзі, піпєц як срочно треба збір закрити, допоможете? 🥹 донат, лайк, репост, комент вітається все 🤝🏻  🐈‍⬛ пост 🫙 банка"
hromadske_ua,44247,"💸 Вищий антикорупційний суд вшосте зменшив розмір застави для колишнього очільника фіскальної служби Романа Насірова — зараз вона становить 65 млн грн. Початковий розмір застави був 523 млн грн.  Насірова підозрюють в отриманні понад 722 мн грн хабаря. За ці кошти він мав забезпечити відшкодування ПДВ підконтрольним власнику агрохолдингу юридичним особам у понад 3,2 млрд грн  🧡 hromadske | підписатися","Боже,  да  ви  зменшіть  до  1  гривні,  а  він  вам  фігуру  з  трьох  пальців  покаже  і  драпане.  А  ви  з  бідних  будете  донатить.  Стидоба  та  й  годі."
hromadske_ua,42003,"«Я ссикую. Це все», — відповідає хтось відверто на питання «чому ви не хочете служити в ЗСУ?» Не секрет, що на другому році війни фактично не залишилося тих, хто готовий добровільно стати на захист країни з чітко усвідомленим розумінням «якщо не я — то хто?».  Небажання воювати наші читачі, що пройшли опитування, пояснювали так: «страх смерті та каліцтва», «корупція та несправедливість», «або рівні всі, або ідіть нах**. Де діти депутатів?», «держава нічого не робила для мене, чому я маю щось робити для неї?»  Чи є страх нормальною реакцією цивільного? Яку роль у масовому небажанні воювати зіграла російська пропаганда? Як на ухилянтів реагують чинні військові та ветерани та чому вони вважають, що «лагідної» мобілізації не буде? Читайте у матеріалі","Хочете перевірити як? Можу скинути де саме таке виробляють(( Мій чоловік через таке теж не особо світитись хоче, щоб не забрали. хоча він і його компанія працює, і по ночам, і під час атак ракетних, без нього не зможуть, і на дрони і на обладнання на фронт постійно донатить, і податки сплачує, щоб військовим з/п платили. І робочі місця дає дружинам військовослужбовців до речі,  Так що, це не участь активна? Він як ухилянт по вашому? Та сам каже що в першому же бою може полягти, бо не може зброю брати.  Так що не засуджуйте будь ласка"
hromadske_ua,41594,"🔍 Розслідування у справах депутатів Лабазюка й Одарченка, яких викрили на хабарях топпосадовцям у сфері відновлення, завершили. Їм загрожує від 5 до 10 років в'язниці  🧡 hromadske | підписатися","І цього роя не вийде ні*уя. В крайньому випадку підпишуть угоду зі слідством, заплатять штраф задонатять на ЗСУ (це зараз така модна міра покарання). В гіршому випадку, звинуватять силові органи у фабрикації справи. Ще як варіант, тягнути час а там як бог дасть."
hromadske_ua,41409,"👩‍🎨 Художниця Соня Морозюк прокоментувала закиди на свою адресу через заручини із Романом Гринкевичем — сином бізнесмена, одного з найбільших постачальників Міноборони, якого підозрюють у пропозиції хабаря у півмільйона доларів.  Вона пояснила, що у відносинах із Романом 5 місяців. «Я була Сонею Морозюк, художницею, без нього і до нього. Десятки колаборацій, сотні картин — все це було в мене і так», — заявила дівчина.  За її словами, усі майнові надбання за минулий рік, зокрема, Porsche Cayenne 2015 року за 33 тисячі доларів, вона здійснила власним коштом.  Морозюк додала, що «продовжує розбиратися», чи причетний Роман до «якихось оборудок», і якщо звинувачення виявляться правдою, то вона готова розійтися з хлопцем  🧡 hromadske | підписатися","Щоб під час кровопролитної війни купувати каєн, достатньо бути огидною сволотою. Пенсіонери донатять, дітки донатять, а свотота купує мури, землі і авто."
hromadske_ua,35878,"Українському бізнесмену, власнику групи «Фінанси і кредит», Костянтину Жеваго повідомили про підозру у хабарі голові та суддям Верховного Суду в обмін на рішення на його користь у господарській справі  🔸hromadske | підписатися",Вкладчиков банка обобрал. Деньги присвоил. А теперь этими деньгами ещё и взятки даёт. Ну молодец. Бизьнесьмен. Тфу.
hromadske_ua,33670,"Депутата Київської міськради Владислава Трубіцина, якого обвинувачують в отриманні 1,39 млн грн хабаря, оголошують у міжнародний розшук. Відомо, що він виїхав за кордон за листом з підписом начальника ГУР Міноборони Кирила Буданова  🔸hromadske | новини тут","""Відомо, що він виїхав за кордон за листом з підписом начальника ГУР Міноборони Кирила Буданова""(с), за клопотанням ССО, до якого звернувся благодійний фонд ""Рідна Оболонь"", членом якого Трубіцин вже не є... Пишіть вже повністю, а не тільки про ""підпис Буданова"" Ви ж ЗМІ, яке живе за кошти донаторів в тому числі!"
hromadske_ua,32852,"«Я та інші судді Верховного Суду віддаємо більш ніж половину своєї зарплати на потреби ЗСУ», — розповідав нам Всеволод Князєв на останньому з’їзді суддів. Зарплата голови Верховного Суду нині складає близько 374 тисяч гривень на місяць. Однак НАБУ і САП стверджують, що крім офіційних доходів Князєв отримував чималі хабарі. Його «спіймали на гарячому», під час отримання хабаря за рішення щодо компанії, пов’язаної з Костянтином Жеваго. Розмір винагороди становив 2,7 млн доларів. Тепер Князєву загрожує 12 років ув’язнення.  Що відомо про цю справу та про суддів, які ухвалювали рішення разом із Князєвим — читайте у матеріалі Євгенія Шульгата","То що, люди які донатять на армію - недоторкані?"
hromadske_ua,32852,"«Я та інші судді Верховного Суду віддаємо більш ніж половину своєї зарплати на потреби ЗСУ», — розповідав нам Всеволод Князєв на останньому з’їзді суддів. Зарплата голови Верховного Суду нині складає близько 374 тисяч гривень на місяць. Однак НАБУ і САП стверджують, що крім офіційних доходів Князєв отримував чималі хабарі. Його «спіймали на гарячому», під час отримання хабаря за рішення щодо компанії, пов’язаної з Костянтином Жеваго. Розмір винагороди становив 2,7 млн доларів. Тепер Князєву загрожує 12 років ув’язнення.  Що відомо про цю справу та про суддів, які ухвалювали рішення разом із Князєвим — читайте у матеріалі Євгенія Шульгата",Так каже наче донати це індульгенція. Треба йому та зарплата з такими хабарами
hromadske_ua,32852,"«Я та інші судді Верховного Суду віддаємо більш ніж половину своєї зарплати на потреби ЗСУ», — розповідав нам Всеволод Князєв на останньому з’їзді суддів. Зарплата голови Верховного Суду нині складає близько 374 тисяч гривень на місяць. Однак НАБУ і САП стверджують, що крім офіційних доходів Князєв отримував чималі хабарі. Його «спіймали на гарячому», під час отримання хабаря за рішення щодо компанії, пов’язаної з Костянтином Жеваго. Розмір винагороди становив 2,7 млн доларів. Тепер Князєву загрожує 12 років ув’язнення.  Що відомо про цю справу та про суддів, які ухвалювали рішення разом із Князєвим — читайте у матеріалі Євгенія Шульгата","в любви и на войне все способы хороши,з олігарха буде більше користі з донатів,чім той буде сидить в тюрмі. під залог вийшов,і де ті гроши. а так прямо на ЗСУ"
hromadske_ua,32852,"«Я та інші судді Верховного Суду віддаємо більш ніж половину своєї зарплати на потреби ЗСУ», — розповідав нам Всеволод Князєв на останньому з’їзді суддів. Зарплата голови Верховного Суду нині складає близько 374 тисяч гривень на місяць. Однак НАБУ і САП стверджують, що крім офіційних доходів Князєв отримував чималі хабарі. Його «спіймали на гарячому», під час отримання хабаря за рішення щодо компанії, пов’язаної з Костянтином Жеваго. Розмір винагороди становив 2,7 млн доларів. Тепер Князєву загрожує 12 років ув’язнення.  Що відомо про цю справу та про суддів, які ухвалювали рішення разом із Князєвим — читайте у матеріалі Євгенія Шульгата",Як цікаво. Я вчора скинула останні 11 грн з карти на черговий збір. Виходить тепер маю повноцінне право порушувати закон України?)
hromadske_ua,30038,"⚖️ Полтавського мера Олександра Мамая визнали винним в організації розтрати понад пів млн гривень шляхом зловживання своїм службовим становищем. Суд призначив йому покарання у виді 5 років позбавлення волі, а також позбавив права обіймати посади, пов’язані з організаційно-розпорядчими чи адміністративно-господарськими функціями на 1 рік.  Однак, оскільки мер відшкодував завдані збитки та повністю визнав свою провину, йому призначили рік іспитового строку. За умовами угоди Мамай також має перерахувати 2 млн гривень на «Армію дронів»",А звідки в мера Полтави 2млн на донати?
hromadske_ua,29118,"СБУ викрила масштабні схеми розкрадання понад 119 млн грн на харчуванні для українських військових.   Посадовці одного з департаментів Міноборони уклали угоди з керівниками двох комерційних структур для постачання оптових партій продовольства до місць дислокації військових. Бюджетні гроші направили на рахунки підприємств, які не мали виробничої бази та технологічного обладнання для надання відповідних послуг. Тож замість постачання до Сил оборони продукції учасники схеми виводили гроші у тінь через афілійовані фірми","Більше за все обурює що люди донатять гроші на армію, притому що їхні ж гроші у вигляди податків розкрадають."
hromadske_ua,28696,"💼 ЗМІ повідомили про затримання виконувача обов'язків міністра розвитку громад та територій України Василя Лозинського через хабар. Міністерство інфраструктури оголосило, що Лозинського звільнять із займаної посади.  За даними ЗМІ, у Лозинського проводили обшуки, його затримало Національне антикорупційне бюро під час отримання хабаря в розмірі 400 тисяч доларів","І будемо донатити, бо там наші хлопці і нам болить."
hromadske_ua,28696,"💼 ЗМІ повідомили про затримання виконувача обов'язків міністра розвитку громад та територій України Василя Лозинського через хабар. Міністерство інфраструктури оголосило, що Лозинського звільнять із займаної посади.  За даними ЗМІ, у Лозинського проводили обшуки, його затримало Національне антикорупційне бюро під час отримання хабаря в розмірі 400 тисяч доларів",А ми військовим на тепловізори і дрони донатим...
hromadske_ua,14530,"Миколу Чауса ще у серпні 2016 року викрили на отриманні хабаря у $150 тисяч. Ці кошти виявили у двох скляних банках, які він закопував у дворі власного дому. Згодом Рада дозволила затримати суддю, але тоді Чаус уже втік з України. Проте екссуддю не екстрадували, а у квітні цього року його викрали в Молдові. Згодом Чауса знайшли й затримали у селі на Вінниччині. Про справу колишнього судді розповідає наша журналістка Вікторія Рощина",В стеклянных банках???😂😂😂😂😂🤣🤣🤣🤣🤣
stanislav_osman,8593,"Не новина, що народ поділяється на похуїстів і тих, хто відчуває війну.  Це базовий розподіл, який ґрунтується на морально-етичних принципах особисто кожного, донати, корупція, втрати на фронті та інші фактори на це ніяк не впливають.   Якщо людині байдуже на гибель своїх громадян та злочини росії, він автоматично входить до категорії убогих, але завдяки законам, все ж може нести користь для суспільства.","То есть кто то может высказывать свое мнение по поводу ухылянтов и тд, остальные не могут? Мне не обидно, просто получается все в одностороннем порядке, если людей не устраивает что я высказываю мысли, пойду вместо доната куплю себе сникерс, буду соответствовать ухылянтству"
stanislav_osman,8593,"Не новина, що народ поділяється на похуїстів і тих, хто відчуває війну.  Це базовий розподіл, який ґрунтується на морально-етичних принципах особисто кожного, донати, корупція, втрати на фронті та інші фактори на це ніяк не впливають.   Якщо людині байдуже на гибель своїх громадян та злочини росії, він автоматично входить до категорії убогих, але завдяки законам, все ж може нести користь для суспільства.",Я памʼятаю той збір. Це вузький не велике коло людей та їх рідних та друзів. Там дійсно можно видохнути та перепочити. Я говорю про фест на 5 сцен на ВДНХ з тисячами людей це інші речі. Здоровʼя вам!!!!
stanislav_osman,8593,"Не новина, що народ поділяється на похуїстів і тих, хто відчуває війну.  Це базовий розподіл, який ґрунтується на морально-етичних принципах особисто кожного, донати, корупція, втрати на фронті та інші фактори на це ніяк не впливають.   Якщо людині байдуже на гибель своїх громадян та злочини росії, він автоматично входить до категорії убогих, але завдяки законам, все ж може нести користь для суспільства.","Тут двухсмислєно. Ось я був на фронті з червня 2022 року, по травень 2023 року. Приїхав до Києва, і хотів трохи відпочити,  і як раз в той день був якісь збір людей щось за війну, я їх розумію,  і тихо пішов з майдана, заходжу в ретровіль а там збір на 3 дшб.  Я за те, що хочеться трохи було видохнути, але було скрізь про війну."
stanislav_osman,8593,"Не новина, що народ поділяється на похуїстів і тих, хто відчуває війну.  Це базовий розподіл, який ґрунтується на морально-етичних принципах особисто кожного, донати, корупція, втрати на фронті та інші фактори на це ніяк не впливають.   Якщо людині байдуже на гибель своїх громадян та злочини росії, він автоматично входить до категорії убогих, але завдяки законам, все ж може нести користь для суспільства.",Ти збірка цитат
stanislav_osman,8593,"Не новина, що народ поділяється на похуїстів і тих, хто відчуває війну.  Це базовий розподіл, який ґрунтується на морально-етичних принципах особисто кожного, донати, корупція, втрати на фронті та інші фактори на це ніяк не впливають.   Якщо людині байдуже на гибель своїх громадян та злочини росії, він автоматично входить до категорії убогих, але завдяки законам, все ж може нести користь для суспільства.","Є такі, але багато хто за кордоном спину ламає щоб донатити та ще й підтримувати старих батьків"
